Season,MatchWeek,Date,Team,Full Time Goals,Elo-rating before match,Elo-rating after match
2020-2021,1,2020-09-12,West Ham,0,1527.37,1512.46
2020-2021,1,2020-09-12,Newcastle,2,1529.42,1544.33
2020-2021,1,2020-09-13,West Brom,0,1484.83,1474.09
2020-2021,1,2020-09-13,Leicester,3,1586.47,1597.2
2020-2021,1,2020-09-13,Tottenham,0,1651.42,1633.28
2020-2021,1,2020-09-13,Everton,1,1577.72,1595.85
2020-2021,1,2020-09-14,Sheffield United,0,1562.2,1550.13
2020-2021,1,2020-09-14,Wolves,2,1631.03,1643.1
2020-2021,1,2020-09-14,Brighton,1,1525.5,1516.31
2020-2021,1,2020-09-14,Chelsea,3,1667.63,1676.82
2020-2021,2,2020-09-19,Everton,5,1595.85,1605.8
2020-2021,2,2020-09-19,West Brom,2,1474.09,1464.15
2020-2021,2,2020-09-19,Leeds,4,1463.66,1476.22
2020-2021,2,2020-09-19,Fulham,3,1406.75,1394.19
2020-2021,2,2020-09-19,Man United,1,1703.54,1681.83
2020-2021,2,2020-09-19,Crystal Palace,3,1536.27,1557.98
2020-2021,2,2020-09-19,Arsenal,2,1644.85,1654.39
2020-2021,2,2020-09-19,West Ham,1,1512.46,1502.91
2020-2021,2,2020-09-20,Southampton,2,1574.47,1561.99
2020-2021,2,2020-09-20,Tottenham,5,1633.28,1645.77
2020-2021,2,2020-09-20,Newcastle,0,1544.33,1528.12
2020-2021,2,2020-09-20,Brighton,3,1516.31,1532.52
2020-2021,2,2020-09-20,Chelsea,0,1676.82,1669.9
2020-2021,2,2020-09-20,Liverpool,2,1886.14,1893.06
2020-2021,2,2020-09-20,Leicester,4,1597.2,1612.3
2020-2021,2,2020-09-20,Burnley,2,1599.43,1584.34
2020-2021,2,2020-09-21,Aston Villa,1,1454.81,1473.82
2020-2021,2,2020-09-21,Sheffield United,0,1550.13,1531.12
2020-2021,2,2020-09-21,Wolves,1,1643.1,1634.89
2020-2021,2,2020-09-21,Man City,3,1812.68,1820.89
2020-2021,3,2020-09-26,Burnley,0,1584.34,1568.37
2020-2021,3,2020-09-26,Southampton,1,1561.99,1577.95
2020-2021,3,2020-09-26,West Brom,3,1464.15,1472.12
2020-2021,3,2020-09-26,Chelsea,3,1669.9,1661.93
2020-2021,3,2020-09-26,Crystal Palace,1,1557.98,1545.04
2020-2021,3,2020-09-26,Everton,2,1605.8,1618.75
2020-2021,3,2020-09-26,Brighton,2,1532.52,1523.6
2020-2021,3,2020-09-26,Man United,3,1681.83,1690.75
2020-2021,3,2020-09-27,Sheffield United,0,1531.12,1513.77
2020-2021,3,2020-09-27,Leeds,1,1476.22,1493.57
2020-2021,3,2020-09-27,Tottenham,1,1645.77,1640.87
2020-2021,3,2020-09-27,Newcastle,1,1528.12,1533.02
2020-2021,3,2020-09-27,Man City,2,1820.89,1797.83
2020-2021,3,2020-09-27,Leicester,5,1612.3,1635.36
2020-2021,3,2020-09-27,West Ham,4,1502.91,1523.35
2020-2021,3,2020-09-27,Wolves,0,1634.89,1614.45
2020-2021,3,2020-09-28,Fulham,0,1394.19,1382.57
2020-2021,3,2020-09-28,Aston Villa,3,1473.82,1485.44
2020-2021,3,2020-09-28,Liverpool,3,1893.06,1899.12
2020-2021,3,2020-09-28,Arsenal,1,1654.39,1648.33
2020-2021,4,2020-10-03,Chelsea,4,1661.93,1672.06
2020-2021,4,2020-10-03,Crystal Palace,0,1545.04,1534.9
2020-2021,4,2020-10-03,Everton,4,1618.75,1629.74
2020-2021,4,2020-10-03,Brighton,2,1523.6,1512.6
2020-2021,4,2020-10-03,Leeds,1,1493.57,1504.13
2020-2021,4,2020-10-03,Man City,1,1797.83,1787.27
2020-2021,4,2020-10-03,Newcastle,3,1533.02,1549.54
2020-2021,4,2020-10-03,Burnley,1,1568.37,1551.85
2020-2021,4,2020-10-04,Aston Villa,7,1485.44,1512.9
2020-2021,4,2020-10-04,Liverpool,2,1899.12,1871.66
2020-2021,4,2020-10-04,Man United,1,1690.75,1673.62
2020-2021,4,2020-10-04,Tottenham,6,1640.87,1658.01
2020-2021,4,2020-10-04,Wolves,1,1614.45,1620.7
2020-2021,4,2020-10-04,Fulham,0,1382.57,1376.32
2020-2021,4,2020-10-04,Leicester,0,1635.36,1615.69
2020-2021,4,2020-10-04,West Ham,3,1523.35,1543.02
2020-2021,4,2020-10-04,Southampton,2,1577.95,1588.52
2020-2021,4,2020-10-04,West Brom,0,1472.12,1461.55
2020-2021,4,2020-10-04,Arsenal,2,1648.33,1657.8
2020-2021,4,2020-10-04,Sheffield United,1,1513.77,1504.3
2020-2021,5,2020-10-17,Everton,2,1629.74,1638.77
2020-2021,5,2020-10-17,Liverpool,2,1871.66,1862.63
2020-2021,5,2020-10-17,Chelsea,3,1672.06,1668.52
2020-2021,5,2020-10-17,Southampton,3,1588.52,1592.06
2020-2021,5,2020-10-17,Man City,1,1787.27,1796.92
2020-2021,5,2020-10-17,Arsenal,0,1657.8,1648.14
2020-2021,5,2020-10-17,Newcastle,1,1549.54,1539.68
2020-2021,5,2020-10-17,Man United,4,1673.62,1683.48
2020-2021,5,2020-10-18,Leicester,0,1615.69,1596.37
2020-2021,5,2020-10-18,Aston Villa,1,1512.9,1532.22
2020-2021,5,2020-10-18,Tottenham,3,1658.01,1653.22
2020-2021,5,2020-10-18,West Ham,3,1543.02,1547.82
2020-2021,5,2020-10-18,Crystal Palace,1,1534.9,1533.94
2020-2021,5,2020-10-18,Brighton,1,1512.6,1513.56
2020-2021,5,2020-10-18,Sheffield United,1,1504.3,1499.01
2020-2021,5,2020-10-18,Fulham,1,1376.32,1381.6
2020-2021,5,2020-10-19,West Brom,0,1461.55,1465.36
2020-2021,5,2020-10-19,Burnley,0,1551.85,1548.04
2020-2021,5,2020-10-19,Leeds,0,1504.13,1493.99
2020-2021,5,2020-10-19,Wolves,1,1620.7,1630.85
2020-2021,6,2020-10-23,Aston Villa,0,1532.22,1515.57
2020-2021,6,2020-10-23,Leeds,3,1493.99,1510.63
2020-2021,6,2020-10-24,West Ham,1,1547.82,1557.04
2020-2021,6,2020-10-24,Man City,1,1796.92,1787.7
2020-2021,6,2020-10-24,Fulham,1,1381.6,1372.79
2020-2021,6,2020-10-24,Crystal Palace,2,1533.94,1542.75
2020-2021,6,2020-10-24,Man United,0,1683.48,1682.83
2020-2021,6,2020-10-24,Chelsea,0,1668.52,1669.17
2020-2021,6,2020-10-24,Liverpool,2,1862.63,1865.92
2020-2021,6,2020-10-24,Sheffield United,1,1499.01,1495.72
2020-2021,6,2020-10-25,Wolves,1,1630.85,1627.0
2020-2021,6,2020-10-25,Newcastle,1,1539.68,1543.52
2020-2021,6,2020-10-25,Arsenal,0,1648.14,1630.92
2020-2021,6,2020-10-25,Leicester,1,1596.37,1613.59
2020-2021,6,2020-10-25,Southampton,2,1592.06,1609.06
2020-2021,6,2020-10-25,Everton,0,1638.77,1621.77
2020-2021,6,2020-10-26,Brighton,1,1513.56,1511.5
2020-2021,6,2020-10-26,West Brom,1,1465.36,1467.43
2020-2021,6,2020-10-26,Burnley,0,1548.04,1537.45
2020-2021,6,2020-10-26,Tottenham,1,1653.22,1663.82
2020-2021,7,2020-10-30,Wolves,2,1627.0,1638.43
2020-2021,7,2020-10-30,Crystal Palace,0,1542.75,1531.32
2020-2021,7,2020-10-31,Sheffield United,0,1495.72,1491.01
2020-2021,7,2020-10-31,Man City,1,1787.7,1792.41
2020-2021,7,2020-10-31,Burnley,0,1537.45,1527.88
2020-2021,7,2020-10-31,Chelsea,3,1669.17,1678.74
2020-2021,7,2020-10-31,Liverpool,2,1865.92,1870.26
2020-2021,7,2020-10-31,West Ham,1,1557.04,1552.7
2020-2021,7,2020-11-01,Man United,0,1682.83,1665.61
2020-2021,7,2020-11-01,Arsenal,1,1630.92,1648.15
2020-2021,7,2020-11-01,Aston Villa,3,1515.57,1504.51
2020-2021,7,2020-11-01,Southampton,4,1609.06,1620.12
2020-2021,7,2020-11-01,Newcastle,2,1543.52,1561.85
2020-2021,7,2020-11-01,Everton,1,1621.77,1603.44
2020-2021,7,2020-11-01,Tottenham,2,1663.82,1672.63
2020-2021,7,2020-11-01,Brighton,1,1511.5,1502.68
2020-2021,7,2020-11-02,Leeds,1,1510.63,1499.95
2020-2021,7,2020-11-02,Leicester,4,1613.59,1624.27
2020-2021,7,2020-11-02,Fulham,2,1372.79,1391.78
2020-2021,7,2020-11-02,West Brom,0,1467.43,1448.44
2020-2021,8,2020-11-06,Brighton,0,1502.68,1503.77
2020-2021,8,2020-11-06,Burnley,0,1527.88,1526.79
2020-2021,8,2020-11-06,Southampton,2,1620.12,1632.63
2020-2021,8,2020-11-06,Newcastle,0,1561.85,1549.34
2020-2021,8,2020-11-07,Everton,1,1603.44,1591.1
2020-2021,8,2020-11-07,Man United,3,1665.61,1677.95
2020-2021,8,2020-11-07,Crystal Palace,4,1531.32,1544.97
2020-2021,8,2020-11-07,Leeds,1,1499.95,1486.3
2020-2021,8,2020-11-07,Chelsea,4,1678.74,1686.34
2020-2021,8,2020-11-07,Sheffield United,1,1491.01,1483.41
2020-2021,8,2020-11-07,West Ham,1,1552.7,1561.21
2020-2021,8,2020-11-07,Fulham,0,1391.78,1383.27
2020-2021,8,2020-11-08,Arsenal,0,1648.15,1627.28
2020-2021,8,2020-11-08,Aston Villa,3,1504.51,1525.38
2020-2021,8,2020-11-08,West Brom,0,1448.44,1441.97
2020-2021,8,2020-11-08,Tottenham,1,1672.63,1679.1
2020-2021,8,2020-11-08,Leicester,1,1624.27,1639.88
2020-2021,8,2020-11-08,Wolves,0,1638.43,1622.82
2020-2021,8,2020-11-08,Man City,1,1792.41,1795.71
2020-2021,8,2020-11-08,Liverpool,1,1870.26,1866.95
2020-2021,9,2020-11-21,Man United,1,1677.95,1684.09
2020-2021,9,2020-11-21,West Brom,0,1441.97,1435.84
2020-2021,9,2020-11-21,Tottenham,2,1679.1,1698.96
2020-2021,9,2020-11-21,Man City,0,1795.71,1775.86
2020-2021,9,2020-11-21,Newcastle,0,1549.34,1539.97
2020-2021,9,2020-11-21,Chelsea,2,1686.34,1695.71
2020-2021,9,2020-11-21,Aston Villa,1,1525.38,1509.45
2020-2021,9,2020-11-21,Brighton,2,1503.77,1519.7
2020-2021,9,2020-11-22,Fulham,2,1383.27,1376.3
2020-2021,9,2020-11-22,Everton,3,1591.1,1598.06
2020-2021,9,2020-11-22,Sheffield United,0,1483.41,1471.71
2020-2021,9,2020-11-22,West Ham,1,1561.21,1572.91
2020-2021,9,2020-11-22,Leeds,0,1486.3,1492.07
2020-2021,9,2020-11-22,Arsenal,0,1627.28,1621.5
2020-2021,9,2020-11-22,Liverpool,3,1866.95,1873.34
2020-2021,9,2020-11-22,Leicester,0,1639.88,1633.49
2020-2021,9,2020-11-23,Wolves,1,1622.82,1623.24
2020-2021,9,2020-11-23,Southampton,1,1632.63,1632.2
2020-2021,9,2020-11-23,Burnley,1,1526.79,1542.57
2020-2021,9,2020-11-23,Crystal Palace,0,1544.97,1529.19
2020-2021,10,2020-11-27,Crystal Palace,0,1529.19,1514.65
2020-2021,10,2020-11-27,Newcastle,2,1539.97,1554.5
2020-2021,10,2020-11-28,West Brom,1,1435.84,1452.38
2020-2021,10,2020-11-28,Sheffield United,0,1471.71,1455.17
2020-2021,10,2020-11-28,Everton,0,1598.06,1578.62
2020-2021,10,2020-11-28,Leeds,1,1492.07,1511.51
2020-2021,10,2020-11-28,Brighton,1,1519.7,1531.23
2020-2021,10,2020-11-28,Liverpool,1,1873.34,1861.81
2020-2021,10,2020-11-28,Man City,5,1775.86,1782.07
2020-2021,10,2020-11-28,Burnley,0,1542.57,1536.36
2020-2021,10,2020-11-29,Southampton,2,1632.2,1619.43
2020-2021,10,2020-11-29,Man United,3,1684.09,1696.86
2020-2021,10,2020-11-29,Chelsea,0,1695.71,1695.85
2020-2021,10,2020-11-29,Tottenham,0,1698.96,1698.82
2020-2021,10,2020-11-29,Arsenal,1,1621.5,1606.58
2020-2021,10,2020-11-29,Wolves,2,1623.24,1638.17
2020-2021,10,2020-11-30,Leicester,1,1633.49,1609.05
2020-2021,10,2020-11-30,Fulham,2,1376.3,1400.74
2020-2021,10,2020-11-30,West Ham,2,1572.91,1585.2
2020-2021,10,2020-11-30,Aston Villa,1,1509.45,1497.16
2020-2021,11,2020-12-05,Burnley,1,1536.36,1538.18
2020-2021,11,2020-12-05,Everton,1,1578.62,1576.81
2020-2021,11,2020-12-05,Man City,2,1782.07,1785.08
2020-2021,11,2020-12-05,Fulham,0,1400.74,1397.74
2020-2021,11,2020-12-05,West Ham,1,1585.2,1574.86
2020-2021,11,2020-12-05,Man United,3,1696.86,1707.2
2020-2021,11,2020-12-05,Chelsea,3,1695.85,1703.57
2020-2021,11,2020-12-05,Leeds,1,1511.51,1503.8
2020-2021,11,2020-12-06,Liverpool,4,1861.81,1868.29
2020-2021,11,2020-12-06,Wolves,0,1638.17,1631.68
2020-2021,11,2020-12-06,Tottenham,2,1698.82,1709.93
2020-2021,11,2020-12-06,Arsenal,0,1606.58,1595.47
2020-2021,11,2020-12-06,West Brom,1,1452.38,1440.04
2020-2021,11,2020-12-06,Crystal Palace,5,1514.65,1526.99
2020-2021,11,2020-12-06,Sheffield United,1,1455.17,1446.41
2020-2021,11,2020-12-06,Leicester,2,1609.05,1617.81
2020-2021,11,2020-12-07,Brighton,1,1531.23,1519.96
2020-2021,11,2020-12-07,Southampton,2,1619.43,1630.7
2020-2021,12,2020-12-11,Leeds,1,1503.8,1491.83
2020-2021,12,2020-12-11,West Ham,2,1574.86,1586.84
2020-2021,12,2020-12-12,Wolves,0,1631.68,1611.15
2020-2021,12,2020-12-12,Aston Villa,1,1497.16,1517.7
2020-2021,12,2020-12-12,Newcastle,2,1554.5,1564.73
2020-2021,12,2020-12-12,West Brom,1,1440.04,1429.81
2020-2021,12,2020-12-12,Man United,0,1707.2,1710.51
2020-2021,12,2020-12-12,Man City,0,1785.08,1781.77
2020-2021,12,2020-12-12,Everton,1,1576.81,1597.05
2020-2021,12,2020-12-12,Chelsea,0,1703.57,1683.32
2020-2021,12,2020-12-13,Leicester,3,1617.81,1628.7
2020-2021,12,2020-12-13,Brighton,0,1519.96,1509.08
2020-2021,12,2020-12-13,Arsenal,0,1595.47,1578.02
2020-2021,12,2020-12-13,Burnley,1,1538.18,1555.63
2020-2021,12,2020-12-13,Crystal Palace,1,1526.99,1534.23
2020-2021,12,2020-12-13,Tottenham,1,1709.93,1702.68
2020-2021,12,2020-12-13,Southampton,3,1630.7,1638.41
2020-2021,12,2020-12-13,Sheffield United,0,1446.41,1438.7
2020-2021,12,2020-12-13,Fulham,1,1397.74,1410.86
2020-2021,12,2020-12-13,Liverpool,1,1868.29,1855.17
2020-2021,13,2020-12-15,Wolves,2,1611.15,1629.22
2020-2021,13,2020-12-15,Chelsea,1,1683.32,1665.25
2020-2021,13,2020-12-15,Man City,1,1781.77,1770.26
2020-2021,13,2020-12-15,West Brom,1,1429.81,1441.31
2020-2021,13,2020-12-16,West Ham,1,1586.84,1584.58
2020-2021,13,2020-12-16,Crystal Palace,1,1534.23,1536.49
2020-2021,13,2020-12-16,Fulham,0,1410.86,1414.99
2020-2021,13,2020-12-16,Brighton,0,1509.08,1504.95
2020-2021,13,2020-12-16,Liverpool,2,1855.17,1863.98
2020-2021,13,2020-12-16,Tottenham,1,1702.68,1693.88
2020-2021,13,2020-12-16,Leeds,5,1491.83,1509.93
2020-2021,13,2020-12-16,Newcastle,2,1564.73,1546.63
2020-2021,13,2020-12-16,Arsenal,1,1578.02,1580.6
2020-2021,13,2020-12-16,Southampton,1,1638.41,1635.83
2020-2021,13,2020-12-16,Leicester,0,1628.7,1612.33
2020-2021,13,2020-12-16,Everton,2,1597.05,1613.41
2020-2021,13,2020-12-17,Aston Villa,0,1517.7,1519.33
2020-2021,13,2020-12-17,Burnley,0,1555.63,1554.0
2020-2021,13,2020-12-17,Sheffield United,2,1438.7,1433.51
2020-2021,13,2020-12-17,Man United,3,1710.51,1715.7
2020-2021,14,2020-12-19,Newcastle,1,1546.63,1541.2
2020-2021,14,2020-12-19,Fulham,1,1414.99,1420.42
2020-2021,14,2020-12-19,Crystal Palace,0,1536.49,1532.53
2020-2021,14,2020-12-19,Liverpool,7,1863.98,1867.93
2020-2021,14,2020-12-19,Southampton,0,1635.83,1626.36
2020-2021,14,2020-12-19,Man City,1,1770.26,1779.73
2020-2021,14,2020-12-19,Everton,2,1613.41,1627.0
2020-2021,14,2020-12-19,Arsenal,1,1580.6,1567.01
2020-2021,14,2020-12-20,Tottenham,0,1693.88,1675.42
2020-2021,14,2020-12-20,Leicester,2,1612.33,1630.79
2020-2021,14,2020-12-20,Man United,6,1715.7,1722.72
2020-2021,14,2020-12-20,Leeds,2,1509.93,1502.9
2020-2021,14,2020-12-20,Brighton,1,1504.95,1501.91
2020-2021,14,2020-12-20,Sheffield United,1,1433.51,1436.55
2020-2021,14,2020-12-20,West Brom,0,1441.31,1429.63
2020-2021,14,2020-12-20,Aston Villa,3,1519.33,1531.01
2020-2021,14,2020-12-21,Chelsea,3,1665.25,1676.83
2020-2021,14,2020-12-21,West Ham,0,1584.58,1573.0
2020-2021,14,2020-12-21,Burnley,2,1554.0,1572.2
2020-2021,14,2020-12-21,Wolves,1,1629.22,1611.02
2020-2021,15,2020-12-26,Sheffield United,0,1436.55,1429.03
2020-2021,15,2020-12-26,Everton,1,1627.0,1634.51
2020-2021,15,2020-12-26,Man City,2,1779.73,1785.8
2020-2021,15,2020-12-26,Newcastle,0,1541.2,1535.14
2020-2021,15,2020-12-26,Arsenal,3,1567.01,1586.6
2020-2021,15,2020-12-26,Chelsea,1,1676.83,1657.24
2020-2021,15,2020-12-26,Leicester,2,1630.79,1634.67
2020-2021,15,2020-12-26,Man United,2,1722.72,1718.85
2020-2021,15,2020-12-26,Aston Villa,3,1531.01,1546.08
2020-2021,15,2020-12-26,Crystal Palace,0,1532.53,1517.47
2020-2021,15,2020-12-26,Fulham,0,1420.42,1428.4
2020-2021,15,2020-12-26,Southampton,0,1626.36,1618.39
2020-2021,15,2020-12-27,Leeds,1,1502.9,1520.85
2020-2021,15,2020-12-27,Burnley,0,1572.2,1554.24
2020-2021,15,2020-12-27,West Ham,2,1573.0,1569.98
2020-2021,15,2020-12-27,Brighton,2,1501.91,1504.93
2020-2021,15,2020-12-27,Liverpool,1,1867.93,1855.16
2020-2021,15,2020-12-27,West Brom,1,1429.63,1442.4
2020-2021,15,2020-12-27,Wolves,1,1611.02,1613.77
2020-2021,15,2020-12-27,Tottenham,1,1675.42,1672.67
2020-2021,16,2020-12-28,Crystal Palace,1,1517.47,1522.34
2020-2021,16,2020-12-28,Leicester,1,1634.67,1629.79
2020-2021,16,2020-12-28,Chelsea,1,1657.24,1652.6
2020-2021,16,2020-12-28,Aston Villa,1,1546.08,1550.72
2020-2021,16,2020-12-29,Man United,1,1718.85,1729.44
2020-2021,16,2020-12-29,Wolves,0,1613.77,1603.17
2020-2021,16,2020-12-29,West Brom,0,1442.4,1430.73
2020-2021,16,2020-12-29,Leeds,5,1520.85,1532.52
2020-2021,16,2020-12-29,Brighton,0,1504.93,1493.4
2020-2021,16,2020-12-29,Arsenal,1,1586.6,1598.14
2020-2021,16,2020-12-29,Burnley,1,1554.24,1564.06
2020-2021,16,2020-12-29,Sheffield United,0,1429.03,1419.22
2020-2021,16,2020-12-29,Southampton,0,1618.39,1616.31
2020-2021,16,2020-12-29,West Ham,0,1569.98,1572.05
2020-2021,16,2020-12-30,Newcastle,0,1535.14,1546.03
2020-2021,16,2020-12-30,Liverpool,0,1855.16,1844.26
2020-2021,17,2021-01-01,Man United,2,1729.44,1737.34
2020-2021,17,2021-01-01,Aston Villa,1,1550.72,1542.82
2020-2021,17,2021-01-01,Everton,0,1634.51,1616.85
2020-2021,17,2021-01-01,West Ham,1,1572.05,1589.72
2020-2021,17,2021-01-02,Brighton,3,1493.4,1497.98
2020-2021,17,2021-01-02,Wolves,3,1603.17,1598.59
2020-2021,17,2021-01-02,West Brom,0,1430.73,1422.45
2020-2021,17,2021-01-02,Arsenal,4,1598.14,1606.42
2020-2021,17,2021-01-02,Tottenham,3,1672.67,1681.93
2020-2021,17,2021-01-02,Leeds,0,1532.52,1523.27
2020-2021,17,2021-01-02,Crystal Palace,2,1522.34,1533.02
2020-2021,17,2021-01-02,Sheffield United,0,1419.22,1408.54
2020-2021,17,2021-01-03,Newcastle,1,1546.03,1534.58
2020-2021,17,2021-01-03,Leicester,2,1629.79,1641.25
2020-2021,17,2021-01-03,Chelsea,1,1652.6,1643.08
2020-2021,17,2021-01-03,Man City,3,1785.8,1795.31
2020-2021,17,2021-01-04,Southampton,1,1616.31,1639.95
2020-2021,17,2021-01-04,Liverpool,0,1844.26,1820.63
2020-2021,18,2021-01-12,Sheffield United,1,1408.54,1428.76
2020-2021,18,2021-01-12,Newcastle,0,1534.58,1514.37
2020-2021,18,2021-01-12,Burnley,0,1564.06,1555.98
2020-2021,18,2021-01-12,Man United,1,1737.34,1745.42
2020-2021,18,2021-01-12,Wolves,1,1598.59,1584.37
2020-2021,18,2021-01-12,Everton,2,1616.85,1631.06
2020-2021,18,2021-01-13,Man City,1,1795.31,1799.9
2020-2021,18,2021-01-13,Brighton,0,1497.98,1493.4
2020-2021,18,2021-01-13,Tottenham,1,1681.93,1672.58
2020-2021,18,2021-01-13,Fulham,1,1428.4,1437.74
2020-2021,18,2021-01-14,Arsenal,0,1606.42,1603.3
2020-2021,18,2021-01-14,Crystal Palace,0,1533.02,1536.14
2020-2021,19,2021-01-16,Wolves,2,1584.37,1562.85
2020-2021,19,2021-01-16,West Brom,3,1422.45,1443.97
2020-2021,19,2021-01-16,Leeds,0,1523.27,1506.98
2020-2021,19,2021-01-16,Brighton,1,1493.4,1509.68
2020-2021,19,2021-01-16,West Ham,1,1589.72,1603.27
2020-2021,19,2021-01-16,Burnley,0,1555.98,1542.43
2020-2021,19,2021-01-16,Fulham,0,1437.74,1430.7
2020-2021,19,2021-01-16,Chelsea,1,1643.08,1650.12
2020-2021,19,2021-01-16,Leicester,2,1641.25,1656.19
2020-2021,19,2021-01-16,Southampton,0,1639.95,1625.0
2020-2021,19,2021-01-17,Sheffield United,1,1428.76,1422.84
2020-2021,19,2021-01-17,Tottenham,3,1672.58,1678.5
2020-2021,19,2021-01-17,Liverpool,0,1820.63,1817.43
2020-2021,19,2021-01-17,Man United,0,1745.42,1748.62
2020-2021,19,2021-01-17,Man City,4,1799.9,1805.29
2020-2021,19,2021-01-17,Crystal Palace,0,1536.14,1530.75
2020-2021,19,2021-01-18,Arsenal,3,1603.3,1614.54
2020-2021,19,2021-01-18,Newcastle,0,1514.37,1503.13
2020-2021,19,2021-01-19,West Ham,2,1603.27,1611.84
2020-2021,19,2021-01-19,West Brom,1,1443.97,1435.4
2020-2021,19,2021-01-19,Leicester,2,1656.19,1670.93
2020-2021,19,2021-01-19,Chelsea,0,1650.12,1635.39
2020-2021,19,2021-01-20,Fulham,1,1430.7,1426.55
2020-2021,19,2021-01-20,Man United,2,1748.62,1752.77
2020-2021,19,2021-01-20,Man City,2,1805.29,1810.72
2020-2021,19,2021-01-20,Aston Villa,0,1542.82,1537.4
2020-2021,19,2021-01-21,Liverpool,0,1817.43,1792.54
2020-2021,19,2021-01-21,Burnley,1,1542.43,1567.32
2020-2021,19,2021-01-23,Aston Villa,2,1537.4,1550.92
2020-2021,19,2021-01-23,Newcastle,0,1503.13,1489.6
2020-2021,20,2021-01-26,Crystal Palace,2,1530.75,1519.19
2020-2021,20,2021-01-26,West Ham,3,1611.84,1623.4
2020-2021,20,2021-01-26,Newcastle,1,1489.6,1475.35
2020-2021,20,2021-01-26,Leeds,2,1506.98,1521.23
2020-2021,20,2021-01-26,Southampton,1,1625.0,1609.55
2020-2021,20,2021-01-26,Arsenal,3,1614.54,1629.99
2020-2021,20,2021-01-26,West Brom,0,1435.4,1432.3
2020-2021,20,2021-01-26,Man City,5,1810.72,1813.82
2020-2021,20,2021-01-27,Burnley,3,1567.32,1581.61
2020-2021,20,2021-01-27,Aston Villa,2,1550.92,1536.63
2020-2021,20,2021-01-27,Chelsea,0,1635.39,1632.3
2020-2021,20,2021-01-27,Wolves,0,1562.85,1565.93
2020-2021,20,2021-01-27,Brighton,0,1509.68,1506.16
2020-2021,20,2021-01-27,Fulham,0,1426.55,1430.08
2020-2021,20,2021-01-27,Everton,1,1631.06,1632.77
2020-2021,20,2021-01-27,Leicester,1,1670.93,1669.21
2020-2021,20,2021-01-27,Man United,1,1752.77,1726.67
2020-2021,20,2021-01-27,Sheffield United,2,1422.84,1448.94
2020-2021,20,2021-01-28,Tottenham,1,1678.5,1668.26
2020-2021,20,2021-01-28,Liverpool,3,1792.54,1802.79
2020-2021,21,2021-01-30,Southampton,0,1609.55,1591.45
2020-2021,21,2021-01-30,Aston Villa,1,1536.63,1554.73
2020-2021,21,2021-01-30,Arsenal,0,1629.99,1634.06
2020-2021,21,2021-01-30,Man United,0,1726.67,1722.61
2020-2021,21,2021-01-30,West Brom,2,1432.3,1432.21
2020-2021,21,2021-01-30,Fulham,2,1430.08,1430.17
2020-2021,21,2021-01-30,Everton,0,1632.77,1611.41
2020-2021,21,2021-01-30,Newcastle,2,1475.35,1496.72
2020-2021,21,2021-01-30,Crystal Palace,1,1519.19,1536.19
2020-2021,21,2021-01-30,Wolves,0,1565.93,1548.93
2020-2021,21,2021-01-30,Man City,1,1813.82,1817.09
2020-2021,21,2021-01-30,Sheffield United,0,1448.94,1445.66
2020-2021,21,2021-01-31,Brighton,1,1506.16,1527.69
2020-2021,21,2021-01-31,Tottenham,0,1668.26,1646.72
2020-2021,21,2021-01-31,Chelsea,2,1632.3,1645.13
2020-2021,21,2021-01-31,Burnley,0,1581.61,1568.78
2020-2021,21,2021-01-31,Leicester,1,1669.21,1648.19
2020-2021,21,2021-01-31,Leeds,3,1521.23,1542.26
2020-2021,21,2021-01-31,West Ham,1,1623.4,1615.52
2020-2021,21,2021-01-31,Liverpool,3,1802.79,1810.66
2020-2021,22,2021-02-02,Newcastle,1,1496.72,1483.41
2020-2021,22,2021-02-02,Crystal Palace,2,1536.19,1549.5
2020-2021,22,2021-02-02,Man United,9,1722.61,1732.2
2020-2021,22,2021-02-02,Southampton,0,1591.45,1581.86
2020-2021,22,2021-02-02,Sheffield United,2,1445.66,1460.08
2020-2021,22,2021-02-02,West Brom,1,1432.21,1417.79
2020-2021,22,2021-02-02,Wolves,2,1548.93,1567.53
2020-2021,22,2021-02-02,Arsenal,1,1634.06,1615.46
2020-2021,22,2021-02-03,Burnley,0,1568.78,1562.99
2020-2021,22,2021-02-03,Man City,2,1817.09,1822.88
2020-2021,22,2021-02-03,Fulham,0,1430.17,1423.52
2020-2021,22,2021-02-03,Leicester,2,1648.19,1654.84
2020-2021,22,2021-02-03,Leeds,1,1542.26,1530.2
2020-2021,22,2021-02-03,Everton,2,1611.41,1623.46
2020-2021,22,2021-02-03,Aston Villa,1,1554.73,1542.33
2020-2021,22,2021-02-03,West Ham,3,1615.52,1627.92
2020-2021,22,2021-02-03,Liverpool,0,1810.66,1785.58
2020-2021,22,2021-02-03,Brighton,1,1527.69,1552.77
2020-2021,22,2021-02-04,Tottenham,0,1646.72,1631.65
2020-2021,22,2021-02-04,Chelsea,1,1645.13,1660.2
2020-2021,23,2021-02-06,Fulham,0,1423.52,1431.45
2020-2021,23,2021-02-06,West Ham,0,1627.92,1619.99
2020-2021,23,2021-02-06,Man United,3,1732.2,1727.65
2020-2021,23,2021-02-06,Everton,3,1623.46,1628.01
2020-2021,23,2021-02-06,Burnley,1,1562.99,1562.55
2020-2021,23,2021-02-06,Brighton,1,1552.77,1553.21
